review_id,review_text,aspect_term,opinion,aspect,sentiment,user_id,date,source
75,"Я прохожу обучение на курсе «Аналитик данных» от Яндекс. Практикум и хотел бы оставить свой отзыв. На данном этапе я прошел почти половину пути, но я уже ощущаю, как мои знания расширяются и углубляются. Структура курса продумана так, что сложные концепции легко усваиваются благодаря логически построенным лекциям, практическим заданиям и реальным кейсам. Поддержка наставников и кураторов здесь особенно ценна — они всегда готовы объяснить нюансы, дать советы и помочь решить возникшие вопросы. В этом плане платформа прагматична и удобна — все материалы доступны в любое время, можно учиться в собственном темпе, совмещая обучение с работой и личной жизнью. Могу отметить, что несмотря на некоторые задержки в коммуникациях, связанные с дистанционным форматом, это компенсируется качеством подачи и помощью, которая действительно работает. Плюс, мне очень нравится, что курс акцентирует внимание на выполнении практических проектов. Это позволяет не только закрепить полученные знания, но и сформировать портфолио, которое станет ценным активом при поиске работы или повышении по службе. Кроме того, курс очень мотивирующий — дедлайны помогают держать темп, а возможность перерывов и повторного просмотра материалов добавляет гибкости. Минусы тоже есть — иногда задания по SQL и Python требуют уточнений, особенно когда формулировки не совсем однозначны, но такие ситуации учат внимательности и позволяют лучше понять материал. В целом, я считаю, что этот курс — одна из лучших инвестиций в развитие аналитических навыков. Он структурирован, продуман и, что самое важно, помогает реально улучшить профессиональные компетенции. Если говорить лично, то я уверен: благодаря этому курсу я смогу сформировать прочную базу знаний и навыков, а также возможно сменить профессию и увеличить свой доход. Обучение в Практикуме для меня — это не только путь к новой профессии, но и возможность понять, что я способен на большее.",курс,помогает реально улучшить профессиональные компетенции,Результаты,положительная,user_00073,22.07.2025,sravni.ru
75,"Я прохожу обучение на курсе «Аналитик данных» от Яндекс. Практикум и хотел бы оставить свой отзыв. На данном этапе я прошел почти половину пути, но я уже ощущаю, как мои знания расширяются и углубляются. Структура курса продумана так, что сложные концепции легко усваиваются благодаря логически построенным лекциям, практическим заданиям и реальным кейсам. Поддержка наставников и кураторов здесь особенно ценна — они всегда готовы объяснить нюансы, дать советы и помочь решить возникшие вопросы. В этом плане платформа прагматична и удобна — все материалы доступны в любое время, можно учиться в собственном темпе, совмещая обучение с работой и личной жизнью. Могу отметить, что несмотря на некоторые задержки в коммуникациях, связанные с дистанционным форматом, это компенсируется качеством подачи и помощью, которая действительно работает. Плюс, мне очень нравится, что курс акцентирует внимание на выполнении практических проектов. Это позволяет не только закрепить полученные знания, но и сформировать портфолио, которое станет ценным активом при поиске работы или повышении по службе. Кроме того, курс очень мотивирующий — дедлайны помогают держать темп, а возможность перерывов и повторного просмотра материалов добавляет гибкости. Минусы тоже есть — иногда задания по SQL и Python требуют уточнений, особенно когда формулировки не совсем однозначны, но такие ситуации учат внимательности и позволяют лучше понять материал. В целом, я считаю, что этот курс — одна из лучших инвестиций в развитие аналитических навыков. Он структурирован, продуман и, что самое важно, помогает реально улучшить профессиональные компетенции. Если говорить лично, то я уверен: благодаря этому курсу я смогу сформировать прочную базу знаний и навыков, а также возможно сменить профессию и увеличить свой доход. Обучение в Практикуме для меня — это не только путь к новой профессии, но и возможность понять, что я способен на большее.",курс,позволю сформировать прочную базу знаний и навыков,Результаты,положительная,user_00073,22.07.2025,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",курсы онлайн-школы contented,продают за большие деньги воздух,Стоимость,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",обучение,записанные онлайн уроки,Контент,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",суть уроков,поверхностное ознакомление с разными моментами касающимися дизайна,Контент,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",уроки,пятилетней давности,Контент,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",информация,не обновляется,Контент,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",уроки,сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах,Преподаватели,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",уроки,на практике ничего не показывают,Практика,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",практические навыки,не дают,Практика,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",домашнее задание,"из разряда «сделай то, не знаю что»",Практика,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",ответы,"«молодец, так держать», даже если ты ничего не понял и не справился с заданием",Команда сопровождения,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",менторы,на контакт не идут,Преподаватели,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",менторы,"на вопросы учеников либо не отвечают, либо отделываются общими фразами",Преподаватели,отрицательная,user_00006,10.02.2026,sravni.ru
76,"Категорически не советую приобретать курсы онлайн-школы contented! Они продают за большие деньги воздух, а не обучение. Пройдя 70 процентов модулей на курсе UX/UI дизайнер, занимаясь каждый день по несколько часов с большим желанием чему-то научиться, через три месяца обучения по факту я не приобрела ни навыков ни знаний. Обучение — записанные онлайн уроки, суть которых поверхностное ознакомление с разными моментами касающимися дизайна. Некоторые уроки пятилетней давности, информация не обновляется, сухим птичьим языком разные люди с экрана дают коротенький рассказ о дизайнерских моментах, показывают пару-тройку непонятных схем и картинок, на практике ничего не показывают, практических навыков не дают, после этих уроков задают домашнее задание из разряда «сделай то, не знаю что». После всех отправленных домашек, ответ тебе — «молодец, так держать», даже если ты ничего не понял и не справился с заданием. Менторы, так называемые, на контакт не идут, на вопросы учеников либо не отвечают, либо отделываются общими фразами. За 130 тысяч я бегала как тот осел за морковкой висящей перед носом, мне обещали, что впереди меня ждет все самое важное, но пустая болтология в видеоуроках продолжалась и продолжалась. В итоге я написала заявление на отчисление и не получив никаких знаний я осталась с долгами по рассрочке, поскольку возвращают они копейки, при том, что впереди у меня осталось еще 5 месяцев учебы из 8, которую я отказалась продолжать. Не связывайтесь с этой школой, это инфоцигане!",курс UX/UI дизайнер,не приобрела ни навыков ни знаний,Результаты,отрицательная,user_00006,10.02.2026,sravni.ru
